1	110	55	96	38	77	0	0	0	42	38	25	2	0	0	0	0	
2	106	53	87	37	70	0	0	0	42	35	19	5	0	0	0	0	
3	117	51	89	36	74	0	0	0	46	42	22	6	0	0	0	0	
4	109	55	89	39	70	2	7	14	44	36	18	8	0	0	0	0	
5	117	53	156	37	88	2	55	110	46	40	23	6	0	0	0	0	
6	113	53	94	38	79	0	0	0	44	38	23	7	0	0	0	0	
7	101	53	99	38	70	0	0	0	39	35	21	5	0	0	0	0	
8	104	51	109	36	69	0	0	0	39	37	22	4	0	0	0	0	
9	98	53	91	38	70	0	0	0	38	29	18	10	0	0	0	0	
10	111	51	117	35	74	0	0	0	42	38	24	5	0	0	0	0	
